LibraryElement, DeclaringType, EntityKind, Count, Status
TailwindPOS.ucLettersPad.commandButtonHelper1,TailwindPOS.ucLettersPad,Field,45,1
TailwindPOS.ucLettersPad.m_capstate,TailwindPOS.ucLettersPad,Field,5,1
TailwindPOS.Config,TailwindPOS.Config,Type,4,1
TailwindPOS.Config.ReadConfigSetting,TailwindPOS.Config,Method,8,1
System.Reflection.AssemblyDescriptionAttribute..ctor,System.Reflection.AssemblyDescriptionAttribute,Method,1,1
TailwindPOS.frmSales.ConfirmVoidItem.itemRow,TailwindPOS.frmSales.ConfirmVoidItem.itemRow,Type,1,1
TailwindPOS.frmPayment.cbGiftCard_Click.giftCard,TailwindPOS.frmPayment.cbGiftCard_Click.giftCard,Type,3,1
TailwindPOS.frmSales.UpdateTotals.tempForEndVar,TailwindPOS.frmSales.UpdateTotals.tempForEndVar,Type,1,1
Tailwind_WinFormsSupport.PInvoke.SafeNative.kernel32.GetPrivateProfileString.nSize,Tailwind_WinFormsSupport.PInvoke.SafeNative.kernel32.GetPrivateProfileString.nSize,Type,1,1
System.DateTime,System.DateTime,Type,21,1
System.DateTime.FromOADate,System.DateTime,Method,4,1
System.DateTime.Parse,System.DateTime,Method,10,1
TailwindPOS.MainModule.SaveSale.pay,TailwindPOS.MainModule.SaveSale.pay,Type,3,1
System.DateTime.Now,System.DateTime,Property,4,1
Tailwind_WinFormsSupport.PInvoke.SafeNative.kernel32.GetPrivateProfileString.lpDefault,Tailwind_WinFormsSupport.PInvoke.SafeNative.kernel32.GetPrivateProfileString.lpDefault,Type,1,1
TailwindPOS.MainModule.SaveItem.POSID,TailwindPOS.MainModule.SaveItem.POSID,Type,1,1
UpgradeHelpers.Gui,UpgradeHelpers.Gui,Type,14,1
TailwindPOS.frmCashCount.UpdateTotals.Total,TailwindPOS.frmCashCount.UpdateTotals.Total,Type,12,1
TailwindPOS.frmPause.set_DefInstance.value,TailwindPOS.frmPause.set_DefInstance.value,Type,1,1
UpgradeHelpers.Helpers.CursorHelper,UpgradeHelpers.Helpers.CursorHelper,Type,3,1
UpgradeHelpers.Helpers.CursorHelper.CursorDefault,UpgradeHelpers.Helpers.CursorHelper,Field,3,0
TailwindPOS.MainModule.SaveNewCustomer.TempParameter_9,TailwindPOS.MainModule.SaveNewCustomer.TempParameter_9,Type,7,1
TailwindPOS.MainModule.CompleteTicket.command,TailwindPOS.MainModule.CompleteTicket.command,Type,13,1
System.Windows.Forms.TextImageRelation.ImageAboveText,System.Windows.Forms.TextImageRelation,Field,164,1
TailwindPOS.frmSales.UpdateTotals.Total,TailwindPOS.frmSales.UpdateTotals.Total,Type,5,1
System.Windows.Forms.TextImageRelation,System.Windows.Forms.TextImageRelation,Type,82,1
System.Drawing.GraphicsUnit.Point,System.Drawing.GraphicsUnit,Field,334,1
TailwindPOS.ucNumbersPad+OnNumberEventArgs..ctor.Number,TailwindPOS.ucNumbersPad+OnNumberEventArgs..ctor.Number,Type,1,1
System.Drawing.GraphicsUnit,System.Drawing.GraphicsUnit,Type,167,1
System.Reflection,System.Reflection,Type,26,1
System.Reflection.AssemblyTitleAttribute..ctor,System.Reflection.AssemblyTitleAttribute,Method,1,1
TailwindPOS.frmCashCount.set_DefInstance.value,TailwindPOS.frmCashCount.set_DefInstance.value,Type,1,1
TailwindPOS.MainModule.FindCustomers.objcommand,TailwindPOS.MainModule.FindCustomers.objcommand,Type,6,1
TailwindPOS.MainModule.PaymentStringToID.result,TailwindPOS.MainModule.PaymentStringToID.result,Type,5,1
MSXML2.IServerXMLHTTPRequest2.setOption,MSXML2.IServerXMLHTTPRequest2,Method,2,1
MSXML2.IServerXMLHTTPRequest2.open,MSXML2.IServerXMLHTTPRequest2,Method,2,1
MSXML2.IServerXMLHTTPRequest2.send,MSXML2.IServerXMLHTTPRequest2,Method,2,1
System.Reflection.AssemblyVersionAttribute..ctor,System.Reflection.AssemblyVersionAttribute,Method,1,1
MSXML2.IServerXMLHTTPRequest2.responseXML,MSXML2.IServerXMLHTTPRequest2,Property,1,1
MSXML2.IServerXMLHTTPRequest2.status,MSXML2.IServerXMLHTTPRequest2,Property,1,1
TailwindPOS.frmSales.set_DefInstance.value,TailwindPOS.frmSales.set_DefInstance.value,Type,1,1
TailwindPOS.frmSales.ucNumericKeyPad_OnEnterEvent.qty,TailwindPOS.frmSales.ucNumericKeyPad_OnEnterEvent.qty,Type,1,1
TailwindPOS.MainModule.RegisterBreakStart.TempParameter_3,TailwindPOS.MainModule.RegisterBreakStart.TempParameter_3,Type,7,1
TailwindPOS.MainModule.RegisterBreakStart.TempParameter_2,TailwindPOS.MainModule.RegisterBreakStart.TempParameter_2,Type,7,1
TailwindPOS.MainModule.SavePayment.TempParameter_3,TailwindPOS.MainModule.SavePayment.TempParameter_3,Type,7,1
System.Data.ParameterDirection,System.Data.ParameterDirection,Type,52,1
System.Data.ParameterDirection.Input,System.Data.ParameterDirection,Field,52,1
TailwindPOS.TicketItem.Description,TailwindPOS.TicketItem,Field,1,1
TailwindPOS.TicketItem.Code,TailwindPOS.TicketItem,Field,2,1
TailwindPOS.TicketItem.Units,TailwindPOS.TicketItem,Field,2,1
TailwindPOS.TicketItem.price,TailwindPOS.TicketItem,Field,2,1
TailwindPOS.TicketItem.Line,TailwindPOS.TicketItem,Field,2,1
TailwindPOS.TicketItem..ctor,TailwindPOS.TicketItem,Method,1,1
TailwindPOS.TicketItem,TailwindPOS.TicketItem,Type,7,1
TailwindPOS.MainModule.RegisterBreakStart.ShiftID,TailwindPOS.MainModule.RegisterBreakStart.ShiftID,Type,1,1
TailwindPOS.frmSales.AddLine.lastRow,TailwindPOS.frmSales.AddLine.lastRow,Type,5,1
TailwindPOS.MainModule.EndShiftWithAmount.ShiftID,TailwindPOS.MainModule.EndShiftWithAmount.ShiftID,Type,2,1
System.Windows.Forms.Label..ctor,System.Windows.Forms.Label,Method,44,1
System.Windows.Forms.Label,System.Windows.Forms.Label,Type,88,1
System.Drawing.Image,System.Drawing.Image,Type,1,0
TailwindPOS.frmPause.Form_Load.CurrentUserID,TailwindPOS.frmPause.Form_Load.CurrentUserID,Type,1,1
TailwindPOS.frmCashCount.frmCashCount_Activated.eventSender,TailwindPOS.frmCashCount.frmCashCount_Activated.eventSender,Type,2,1
System.Windows.Forms.Label.BorderStyle,System.Windows.Forms.Label,Property,88,1
System.Windows.Forms.Label.Text,System.Windows.Forms.Label,Property,112,1
System.Windows.Forms.Label.TextAlign,System.Windows.Forms.Label,Property,20,1
TailwindPOS.MainModule.SaveNewCustomer.FirstName,TailwindPOS.MainModule.SaveNewCustomer.FirstName,Type,1,1
System.Decimal,System.Decimal,Type,16,1
System.Decimal.Parse,System.Decimal,Method,32,1
System.Decimal.ToString,System.Decimal,Method,24,1
TailwindPOS.frmCashCount.ExitTextBox.contents,TailwindPOS.frmCashCount.ExitTextBox.contents,Type,1,1
TailwindPOS.MainModule.SaveNewCustomer.TempParameter_2,TailwindPOS.MainModule.SaveNewCustomer.TempParameter_2,Type,7,1
System.Windows.Forms.DialogResult.Yes,System.Windows.Forms.DialogResult,Field,6,1
MSXML2.ServerXMLHTTP60Class..ctor,MSXML2.ServerXMLHTTP60Class,Method,1,1
TailwindPOS.frmGiftCardCode.frmGiftCardCode_Activated.eventSender,TailwindPOS.frmGiftCardCode.frmGiftCardCode_Activated.eventSender,Type,2,1
System.Windows.Forms.DialogResult,System.Windows.Forms.DialogResult,Type,8,1
TailwindPOS.MainModule.GetCustomerInfo.query,TailwindPOS.MainModule.GetCustomerInfo.query,Type,1,1
TailwindPOS.MainModule.RegisterBreakEnd.conn,TailwindPOS.MainModule.RegisterBreakEnd.conn,Type,4,1
System.IntPtr,System.IntPtr,Type,2,1
TailwindPOS.MainModule.FindCustomers.rs,TailwindPOS.MainModule.FindCustomers.rs,Type,4,1
TailwindPOS.frmPayment.frmPayment_Activated.eventSender,TailwindPOS.frmPayment.frmPayment_Activated.eventSender,Type,2,1
UpgradeHelpers.DB.TransactionManager,UpgradeHelpers.DB.TransactionManager,Type,26,1
UpgradeHelpers.DB.TransactionManager.Rollback,UpgradeHelpers.DB.TransactionManager,Method,2,1
UpgradeHelpers.DB.TransactionManager.Commit,UpgradeHelpers.DB.TransactionManager,Method,2,1
UpgradeHelpers.DB.TransactionManager.Enlist,UpgradeHelpers.DB.TransactionManager,Method,2,1
UpgradeHelpers.DB.TransactionManager.SetCommandTransaction,UpgradeHelpers.DB.TransactionManager,Method,24,1
UpgradeHelpers.DB.TransactionManager.DeEnlist,UpgradeHelpers.DB.TransactionManager,Method,22,1
Microsoft.VisualBasic.Strings,Microsoft.VisualBasic.Strings,Type,6,1
Microsoft.VisualBasic.Strings.Chr,Microsoft.VisualBasic.Strings,Method,2,1
Microsoft.VisualBasic.Strings.Len,Microsoft.VisualBasic.Strings,Method,10,1
TailwindPOS.MainModule.SavePayment.pay,TailwindPOS.MainModule.SavePayment.pay,Type,3,1
TailwindPOS.frmSales.frmSales_Activated.eventSender,TailwindPOS.frmSales.frmSales_Activated.eventSender,Type,2,1
System.Security.SuppressUnmanagedCodeSecurityAttribute..ctor,System.Security.SuppressUnmanagedCodeSecurityAttribute,Method,1,1
Tailwind_WinFormsSupport.PInvoke.UnsafeNative.kernel32,Tailwind_WinFormsSupport.PInvoke.UnsafeNative.kernel32,Type,1,1
Tailwind_WinFormsSupport.PInvoke.UnsafeNative.kernel32.GetPrivateProfileString,Tailwind_WinFormsSupport.PInvoke.UnsafeNative.kernel32,Method,2,1
TailwindPOS.Config.ReadConfigSetting.ProfileString,TailwindPOS.Config.ReadConfigSetting.ProfileString,Type,1,1
TailwindPOS.MainModule.CreateTicket.UserID,TailwindPOS.MainModule.CreateTicket.UserID,Type,1,1
TailwindPOS.MainModule.RegisterBreakEnd.TempParameter,TailwindPOS.MainModule.RegisterBreakEnd.TempParameter,Type,7,1
TailwindPOS.MainModule.set_CurrentPOS.value,TailwindPOS.MainModule.set_CurrentPOS.value,Type,1,1
TailwindPOS.MainModule.RegisterBreakEnd.ShiftID,TailwindPOS.MainModule.RegisterBreakEnd.ShiftID,Type,1,1
TailwindPOS.MainModule.CreateTicket.TempParameter_4,TailwindPOS.MainModule.CreateTicket.TempParameter_4,Type,7,1
MSXML2.SERVERXMLHTTP_OPTION.SXH_OPTION_IGNORE_SERVER_SSL_CERT_ERROR_FLAGS,MSXML2.SERVERXMLHTTP_OPTION,Field,1,1
TailwindPOS.MainModule.CreateTicket.TempParameter_3,TailwindPOS.MainModule.CreateTicket.TempParameter_3,Type,7,1
TailwindPOS.MainModule.CreateTicket.TempParameter_2,TailwindPOS.MainModule.CreateTicket.TempParameter_2,Type,7,1
MSXML2.SERVERXMLHTTP_OPTION,MSXML2.SERVERXMLHTTP_OPTION,Type,1,1
TailwindPOS.MainModule.GetPOSSystems.rs,TailwindPOS.MainModule.GetPOSSystems.rs,Type,8,1
TailwindPOS.ucLettersPad.set_ShowChars.value,TailwindPOS.ucLettersPad.set_ShowChars.value,Type,2,1
System.Windows.Forms.AutoScaleMode.Font,System.Windows.Forms.AutoScaleMode,Field,7,0
System.Windows.Forms.AutoScaleMode,System.Windows.Forms.AutoScaleMode,Type,7,1
System.Reflection.AssemblyCopyrightAttribute..ctor,System.Reflection.AssemblyCopyrightAttribute,Method,1,1
TailwindPOS.frmSearchCust.SearchCustomer.index,TailwindPOS.frmSearchCust.SearchCustomer.index,Type,6,1
System.Windows.Forms.Control.ImeMode,System.Windows.Forms.Control,Property,1,0
TailwindPOS.frmSales.cbLogOff_Click.result,TailwindPOS.frmSales.cbLogOff_Click.result,Type,2,1
System.Windows.Forms.Control.Cursor,System.Windows.Forms.Control,Property,28,0
System.Windows.Forms.Control.Dock,System.Windows.Forms.Control,Property,2,1
System.Windows.Forms.Control.ClientSize,System.Windows.Forms.Control,Property,4,1
System.Windows.Forms.Control.IsDisposed,System.Windows.Forms.Control,Property,14,1
System.Windows.Forms.Control.AllowDrop,System.Windows.Forms.Control,Property,330,1
System.Windows.Forms.Control.Font,System.Windows.Forms.Control,Property,326,1
System.Windows.Forms.Control.BackColor,System.Windows.Forms.Control,Property,100,1
System.Windows.Forms.Control.Controls,System.Windows.Forms.Control,Property,324,1
System.Windows.Forms.Control.ForeColor,System.Windows.Forms.Control,Property,260,1
System.Windows.Forms.Control.Location,System.Windows.Forms.Control,Property,328,1
System.Windows.Forms.Control.Name,System.Windows.Forms.Control,Property,342,1
System.Windows.Forms.Control.RightToLeft,System.Windows.Forms.Control,Property,322,1
System.Windows.Forms.Control.Size,System.Windows.Forms.Control,Property,324,1
System.Windows.Forms.Control.TabIndex,System.Windows.Forms.Control,Property,322,1
System.Windows.Forms.Control.Enabled,System.Windows.Forms.Control,Property,8,1
System.Windows.Forms.Control.Visible,System.Windows.Forms.Control,Property,24,1
System.Windows.Forms.Control.KeyPress,System.Windows.Forms.Control,Event,2,1
System.Windows.Forms.Control.Click,System.Windows.Forms.Control,Event,162,1
System.Windows.Forms.Control.DoubleClick,System.Windows.Forms.Control,Event,2,1
System.Windows.Forms.Control.Enter,System.Windows.Forms.Control,Event,22,1
System.Windows.Forms.Control.Leave,System.Windows.Forms.Control,Event,22,1
System.Windows.Forms.Control.Focus,System.Windows.Forms.Control,Method,6,1
System.Windows.Forms.Control.Hide,System.Windows.Forms.Control,Method,36,1
System.Windows.Forms.Control.SuspendLayout,System.Windows.Forms.Control,Method,36,1
System.Windows.Forms.Control.ResumeLayout,System.Windows.Forms.Control,Method,36,1
System.Windows.Forms.DataGridViewCell.Value,System.Windows.Forms.DataGridViewCell,Property,80,1
TailwindPOS.MainModule.CreateTicket.CustomerID,TailwindPOS.MainModule.CreateTicket.CustomerID,Type,1,1
TailwindPOS.MainModule.ExtractData.nodeIterator,TailwindPOS.MainModule.ExtractData.nodeIterator,Type,1,1
TailwindPOS.MainModule.SavePayment.ticketID,TailwindPOS.MainModule.SavePayment.ticketID,Type,1,1
TailwindPOS.MainModule.SaveSale.itemIterator,TailwindPOS.MainModule.SaveSale.itemIterator,Type,1,1
System,System,Type,1077,1
TailwindPOS.MainModule.ValidateUserPasswordAdmin.TempParameter_2,TailwindPOS.MainModule.ValidateUserPasswordAdmin.TempParameter_2,Type,7,1
TailwindPOS.frmSearchCust.ucLettersPad_OnEnterEvent.e,TailwindPOS.frmSearchCust.ucLettersPad_OnEnterEvent.e,Type,1,1
System.Windows.Forms.TextBox.Text,System.Windows.Forms.TextBox,Property,392,1
System.Windows.Forms.TextBox.AcceptsReturn,System.Windows.Forms.TextBox,Property,50,1
System.Windows.Forms.TextBox.PasswordChar,System.Windows.Forms.TextBox,Property,10,1
System.Windows.Forms.TextBox.TextAlign,System.Windows.Forms.TextBox,Property,26,1
System.Guid,System.Guid,Type,3,1
System.Guid.NewGuid,System.Guid,Method,6,1
System.Guid.ToString,System.Guid,Method,6,1
System.Windows.Forms.TextBox..ctor,System.Windows.Forms.TextBox,Method,25,1
System.Windows.Forms.TextBox,System.Windows.Forms.TextBox,Type,53,1
TailwindPOS.MainModule.SaveNewCustomer.TempParameter_3,TailwindPOS.MainModule.SaveNewCustomer.TempParameter_3,Type,7,1
TailwindPOS.MainModule.StartShiftWithAmount.TempParameter,TailwindPOS.MainModule.StartShiftWithAmount.TempParameter,Type,7,1
System.Windows.Forms.ImeMode.Disable,System.Windows.Forms.ImeMode,Field,2,1
System.Object,System.Object,Type,132,1
System.Object.GetType,System.Object,Method,14,1
TailwindPOS.frmPause.cbReturn_Click.cash,TailwindPOS.frmPause.cbReturn_Click.cash,Type,3,1
System.Windows.Forms.ImeMode,System.Windows.Forms.ImeMode,Type,1,1
TailwindPOS.Config.ReadConfigSetting.sSection,TailwindPOS.Config.ReadConfigSetting.sSection,Type,1,1
TailwindPOS.MainModule.RegisterBreakEnd.TempParameter_3,TailwindPOS.MainModule.RegisterBreakEnd.TempParameter_3,Type,7,1
TailwindPOS.MainModule.RegisterBreakEnd.TempParameter_2,TailwindPOS.MainModule.RegisterBreakEnd.TempParameter_2,Type,7,1
Tailwind_WinFormsSupport.PInvoke.SafeNative,Tailwind_WinFormsSupport.PInvoke.SafeNative,Type,1,1
TailwindPOS.frmPayment.GetPayments.payments,TailwindPOS.frmPayment.GetPayments.payments,Type,2,1
TailwindPOS.MainModule.RegisterBreakEnd.TempParameter_4,TailwindPOS.MainModule.RegisterBreakEnd.TempParameter_4,Type,7,1
System.Reflection.AssemblyTrademarkAttribute..ctor,System.Reflection.AssemblyTrademarkAttribute,Method,1,1
System.Data.Common.DbCommand.CommandType,System.Data.Common.DbCommand,Property,2,1
System.Data.Common.DbCommand.Connection,System.Data.Common.DbCommand,Property,14,1
System.Data.Common.DbCommand.CommandText,System.Data.Common.DbCommand,Property,14,1
System.Data.Common.DbCommand.Parameters,System.Data.Common.DbCommand,Property,52,1
System.Data.Common.DbCommand.ExecuteNonQuery,System.Data.Common.DbCommand,Method,18,1
System.Data.Common.DbCommand.CreateParameter,System.Data.Common.DbCommand,Method,104,1
System.Data.Common.DbCommand,System.Data.Common.DbCommand,Type,14,1
MSXML2.ServerXMLHTTP60,MSXML2.ServerXMLHTTP60,Type,2,1
TailwindPOS.frmSearchCust.SearchCustomer.customerInfo,TailwindPOS.frmSearchCust.SearchCustomer.customerInfo,Type,1,1
Tailwind_WinFormsSupport.PInvoke.SafeNative.kernel32.GetPrivateProfileString.lpApplicationName,Tailwind_WinFormsSupport.PInvoke.SafeNative.kernel32.GetPrivateProfileString.lpApplicationName,Type,1,1
TailwindPOS.MainModule.GetCustomerInfo.CustomerID,TailwindPOS.MainModule.GetCustomerInfo.CustomerID,Type,1,1
TailwindPOS.frmSales.GetItems.price,TailwindPOS.frmSales.GetItems.price,Type,2,1
TailwindPOS.MainModule.ValidateUserPassword.TempParameter,TailwindPOS.MainModule.ValidateUserPassword.TempParameter,Type,7,1
TailwindPOS.frmPayment.GetPayments.totalRows,TailwindPOS.frmPayment.GetPayments.totalRows,Type,1,1
System.Windows.Forms.FormStartPosition,System.Windows.Forms.FormStartPosition,Type,6,1
TailwindPOS.frmSales.AddLine.Description,TailwindPOS.frmSales.AddLine.Description,Type,1,1
System.Windows.Forms.FormStartPosition.CenterScreen,System.Windows.Forms.FormStartPosition,Field,12,1
TailwindPOS.MainModule.SavePayment.command,TailwindPOS.MainModule.SavePayment.command,Type,15,1
System.Windows.Forms.ButtonBase.BackColor,System.Windows.Forms.ButtonBase,Property,174,1
System.Windows.Forms.ButtonBase.Text,System.Windows.Forms.ButtonBase,Property,220,1
System.Windows.Forms.ButtonBase.TextImageRelation,System.Windows.Forms.ButtonBase,Property,164,1
System.Windows.Forms.ButtonBase.UseVisualStyleBackColor,System.Windows.Forms.ButtonBase,Property,164,1
TailwindPOS.frmSales.GetItems.coll,TailwindPOS.frmSales.GetItems.coll,Type,2,1
TailwindPOS.ucLettersPad+OnEnterEventEventArgs.Text_Renamed,TailwindPOS.ucLettersPad+OnEnterEventEventArgs,Field,2,1
TailwindPOS.MainModule.ValidateUserPasswordAdmin.conn,TailwindPOS.MainModule.ValidateUserPasswordAdmin.conn,Type,3,1
UpgradeHelpers.DB.AdoFactoryManager,UpgradeHelpers.DB.AdoFactoryManager,Type,16,1
UpgradeHelpers.DB.AdoFactoryManager.GetFactory,UpgradeHelpers.DB.AdoFactoryManager,Method,32,1
TailwindPOS.ucLettersPad+OnEnterEventEventArgs..ctor,TailwindPOS.ucLettersPad+OnEnterEventEventArgs,Method,1,1
TailwindPOS.ucLettersPad+OnEnterEventEventArgs,TailwindPOS.ucLettersPad+OnEnterEventEventArgs,Type,3,1
TailwindPOS.frmSales.GetItems.Code,TailwindPOS.frmSales.GetItems.Code,Type,2,1
TailwindPOS.MainModule.EndShiftWithAmount.TempParameter,TailwindPOS.MainModule.EndShiftWithAmount.TempParameter,Type,7,1
TailwindPOS.ucNumbersPad+OnEnterEventEventArgs..ctor.Text_Renamed,TailwindPOS.ucNumbersPad+OnEnterEventEventArgs..ctor.Text_Renamed,Type,1,1
TailwindPOS.MainModule.SaveItem.ticketID,TailwindPOS.MainModule.SaveItem.ticketID,Type,1,1
TailwindPOS.frmSales.cbPayment_Click.payments,TailwindPOS.frmSales.cbPayment_Click.payments,Type,2,1
TailwindPOS.ShiftInfo.UserID,TailwindPOS.ShiftInfo,Field,6,1
TailwindPOS.ShiftInfo.ShiftID,TailwindPOS.ShiftInfo,Field,5,1
TailwindPOS.ShiftInfo,TailwindPOS.ShiftInfo,Type,3,1
TailwindPOS.ShiftInfo..ctor,TailwindPOS.ShiftInfo,Method,1,1
System.Reflection.AssemblyCompanyAttribute..ctor,System.Reflection.AssemblyCompanyAttribute,Method,1,1
TailwindPOS.frmSales.GetItems.Desc,TailwindPOS.frmSales.GetItems.Desc,Type,2,1
System.Runtime.InteropServices.Marshal,System.Runtime.InteropServices.Marshal,Type,3,1
System.Runtime.InteropServices.Marshal.FreeHGlobal,System.Runtime.InteropServices.Marshal,Method,2,1
System.Runtime.InteropServices.Marshal.PtrToStringAnsi,System.Runtime.InteropServices.Marshal,Method,2,1
System.Runtime.InteropServices.Marshal.StringToHGlobalAnsi,System.Runtime.InteropServices.Marshal,Method,2,1
TailwindPOS.frmSales.UpdateTotals.i,TailwindPOS.frmSales.UpdateTotals.i,Type,5,1
TailwindPOS.MainModule.SaveNewCustomer.Phone,TailwindPOS.MainModule.SaveNewCustomer.Phone,Type,1,1
System.ComponentModel.BrowsableAttribute..ctor,System.ComponentModel.BrowsableAttribute,Method,6,1
System.Windows.Forms.BorderStyle,System.Windows.Forms.BorderStyle,Type,70,1
System.Windows.Forms.BorderStyle.FixedSingle,System.Windows.Forms.BorderStyle,Field,2,1
System.Windows.Forms.BorderStyle.Fixed3D,System.Windows.Forms.BorderStyle,Field,50,1
System.Windows.Forms.BorderStyle.None,System.Windows.Forms.BorderStyle,Field,88,1
TailwindPOS.frmCustAdd..ctor,TailwindPOS.frmCustAdd,Method,2,1
TailwindPOS.frmCustAdd.cbClose_Click,TailwindPOS.frmCustAdd,Method,1,1
TailwindPOS.frmCustAdd.cbSave_Click,TailwindPOS.frmCustAdd,Method,1,1
TailwindPOS.frmCustAdd.InitializeComponent,TailwindPOS.frmCustAdd,Method,2,1
TailwindPOS.frmCustAdd.ClearFields,TailwindPOS.frmCustAdd,Method,2,1
TailwindPOS.frmCustAdd.frmCustAdd_Activated,TailwindPOS.frmCustAdd,Method,1,1
TailwindPOS.frmCustAdd.Form_Closed,TailwindPOS.frmCustAdd,Method,1,1
TailwindPOS.frmCustAdd,TailwindPOS.frmCustAdd,Type,6,1
TailwindPOS.frmPayment.cbCreditCard_Click.results,TailwindPOS.frmPayment.cbCreditCard_Click.results,Type,1,1
TailwindPOS.frmCustAdd.SavedCustomerID,TailwindPOS.frmCustAdd,Property,1,1
TailwindPOS.frmCustAdd.SavedCustomer,TailwindPOS.frmCustAdd,Property,1,1
TailwindPOS.frmCustAdd.m_vb6FormDefInstance,TailwindPOS.frmCustAdd,Field,8,1
TailwindPOS.frmCustAdd.m_InitializingDefInstance,TailwindPOS.frmCustAdd,Field,3,1
TailwindPOS.frmCustAdd.components,TailwindPOS.frmCustAdd,Field,3,1
TailwindPOS.frmCustAdd.ToolTipMain,TailwindPOS.frmCustAdd,Field,1,1
TailwindPOS.frmCustAdd.cbClose,TailwindPOS.frmCustAdd,Field,16,1
TailwindPOS.frmCustAdd.cbSave,TailwindPOS.frmCustAdd,Field,16,1
TailwindPOS.frmCustAdd.txtPhone,TailwindPOS.frmCustAdd,Field,17,1
TailwindPOS.frmCustAdd.txtCounty,TailwindPOS.frmCustAdd,Field,17,1
TailwindPOS.frmCustAdd.txtZipCode,TailwindPOS.frmCustAdd,Field,17,1
TailwindPOS.frmCustAdd.txtState,TailwindPOS.frmCustAdd,Field,17,1
TailwindPOS.frmCustAdd.txtCity,TailwindPOS.frmCustAdd,Field,17,1
TailwindPOS.frmCustAdd.txtStreetAddress2,TailwindPOS.frmCustAdd,Field,17,1
TailwindPOS.frmCustAdd.txtStreetAddress1,TailwindPOS.frmCustAdd,Field,17,1
TailwindPOS.frmCustAdd.txtCompany,TailwindPOS.frmCustAdd,Field,17,1
TailwindPOS.frmCustAdd.txtEmail,TailwindPOS.frmCustAdd,Field,17,1
TailwindPOS.frmCustAdd.txtLastName,TailwindPOS.frmCustAdd,Field,17,1
TailwindPOS.frmCustAdd.txtFirstName,TailwindPOS.frmCustAdd,Field,17,1
TailwindPOS.frmCustAdd.lblCompany,TailwindPOS.frmCustAdd,Field,13,1
TailwindPOS.frmCustAdd.lblCounty,TailwindPOS.frmCustAdd,Field,13,1
TailwindPOS.frmCustAdd.lblCity,TailwindPOS.frmCustAdd,Field,13,1
TailwindPOS.frmCustAdd.lblState,TailwindPOS.frmCustAdd,Field,13,1
TailwindPOS.frmCustAdd.lblZipCode,TailwindPOS.frmCustAdd,Field,13,1
TailwindPOS.frmCustAdd.lblStreetAdress2,TailwindPOS.frmCustAdd,Field,13,1
TailwindPOS.frmCustAdd.lblStreetAddress1,TailwindPOS.frmCustAdd,Field,13,1
TailwindPOS.frmCustAdd.lblPhone,TailwindPOS.frmCustAdd,Field,13,1
TailwindPOS.frmCustAdd.lblEmail,TailwindPOS.frmCustAdd,Field,13,1
TailwindPOS.frmCustAdd.lblLastName,TailwindPOS.frmCustAdd,Field,13,1
TailwindPOS.frmCustAdd.lblFirstName,TailwindPOS.frmCustAdd,Field,13,1
TailwindPOS.frmCustAdd.commandButtonHelper1,TailwindPOS.frmCustAdd,Field,3,1
TailwindPOS.frmCustAdd.m_savedCustomerID,TailwindPOS.frmCustAdd,Field,2,1
TailwindPOS.frmCustAdd.m_savedCustomer,TailwindPOS.frmCustAdd,Field,3,1
TailwindPOS.MainModule.CreateTicket.conn,TailwindPOS.MainModule.CreateTicket.conn,Type,2,1
TailwindPOS.MainModule.SaveItem.conn,TailwindPOS.MainModule.SaveItem.conn,Type,1,1
TailwindPOS.frmPayment.ToolTipMain,TailwindPOS.frmPayment,Field,1,1
TailwindPOS.frmPayment.m_vb6FormDefInstance,TailwindPOS.frmPayment,Field,8,1
TailwindPOS.frmPayment.m_InitializingDefInstance,TailwindPOS.frmPayment,Field,3,1
TailwindPOS.frmPayment.m_paymentDone,TailwindPOS.frmPayment,Field,3,1
TailwindPOS.frmPayment.m_transactionAmount,TailwindPOS.frmPayment,Field,6,1
TailwindPOS.frmPayment.components,TailwindPOS.frmPayment,Field,4,1
TailwindPOS.frmPayment.gbPayments,TailwindPOS.frmPayment,Field,24,1
TailwindPOS.frmPayment.cbCash,TailwindPOS.frmPayment,Field,16,1
TailwindPOS.frmPayment.cbCreditCard,TailwindPOS.frmPayment,Field,16,1
TailwindPOS.frmPayment.cbCheck,TailwindPOS.frmPayment,Field,16,1
TailwindPOS.frmPayment.cbGiftCard,TailwindPOS.frmPayment,Field,16,1
TailwindPOS.frmPayment.ucNumbers,TailwindPOS.frmPayment,Field,14,1
TailwindPOS.frmPayment.cbFinishPayment,TailwindPOS.frmPayment,Field,16,1
TailwindPOS.frmPayment.fgPayments,TailwindPOS.frmPayment,Field,38,1
TailwindPOS.frmPayment.cb_Cancel,TailwindPOS.frmPayment,Field,16,1
TailwindPOS.frmPayment.lblPaymentReady,TailwindPOS.frmPayment,Field,15,1
TailwindPOS.frmPayment.lblChange,TailwindPOS.frmPayment,Field,16,1
TailwindPOS.frmPayment.lblChangeTitle,TailwindPOS.frmPayment,Field,14,1
TailwindPOS.frmPayment.lblPaidSoFarTitle,TailwindPOS.frmPayment,Field,14,1
TailwindPOS.frmPayment.lblRemaining,TailwindPOS.frmPayment,Field,15,1
TailwindPOS.frmPayment.lblRemaingTitle,TailwindPOS.frmPayment,Field,14,1
